"No.","Time","Source","Destination","Protocol","Length","Info","The RTT to ACK the segment was"
"110047","21.049531","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=17765858 Win=6761 Len=0 TSval=1915940567 TSecr=1455335830","0.006088000,0.005609000"
"110063","21.051071","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=17818070 Win=6761 Len=0 TSval=1915940570 TSecr=1455335834","0.004208000,0.003904000"
"110111","21.053470","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=17855168 Win=6761 Len=0 TSval=1915940572 TSecr=1455335834","0.004797000,0.004539000"
"110191","21.062454","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=17873030 Win=6761 Len=0 TSval=1915940573 TSecr=1455335838","0.013134000,0.011597000"
"110192","21.062499","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=17878526 Win=6761 Len=0 TSval=1915940575 TSecr=1455335838","0.011176000"
"110193","21.062547","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=17933486 Win=6761 Len=0 TSval=1915940578 TSecr=1455335838","0.010386000,0.008385000"
"110194","21.062594","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=17948600 Win=6761 Len=0 TSval=1915940580 TSecr=1455335842","0.005392000,0.005083000"
"110212","21.063560","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=17978828 Win=6761 Len=0 TSval=1915940583 TSecr=1455335842","0.003212000,0.002413000"
"110213","21.063607","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18000812 Win=6761 Len=0 TSval=1915940584 TSecr=1455335842","0.001979000,0.001708000"
"110268","21.067561","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18003560 Win=6761 Len=0 TSval=1915940585 TSecr=1455335842","0.004854000"
"110269","21.067607","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18036536 Win=6761 Len=0 TSval=1915940588 TSecr=1455335850","0.004395000,0.001640000"
"110287","21.068576","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18057146 Win=6761 Len=0 TSval=1915940589 TSecr=1455335850","0.002244000,0.001806000"
"110288","21.068621","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=18066764 Win=6761 Len=0 TSval=1915940589 TSecr=1455335850","0.001540000"
"110293","21.071202","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=18072260 Win=6761 Len=0 TSval=1915940591 TSecr=1455335854","0.003260000"
"110607","21.097151","222.29.98.58","10.1.246.45","TCP","232","[TCP ACKed unseen segment] 5201  >  51020 [ACK] Seq=1 Ack=18087374 Win=6761 Len=0 TSval=1915940593 TSecr=1455335854","0.028849000"
"110609","21.097243","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18128594 Win=6761 Len=0 TSval=1915940595 TSecr=1455335859","0.025412000"
"110610","21.097287","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18147830 Win=6761 Len=0 TSval=1915940596 TSecr=1455335859","0.025079000,0.024393000"
"110611","21.097333","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18153326 Win=6761 Len=0 TSval=1915940596 TSecr=1455335859","0.024200000"
"110612","21.097377","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18167066 Win=6761 Len=0 TSval=1915940606 TSecr=1455335859","0.023533000,0.023398000"
"110613","21.097421","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18180806 Win=6761 Len=0 TSval=1915940606 TSecr=1455335859","0.022865000"
"110614","21.097466","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18194546 Win=6761 Len=0 TSval=1915940607 TSecr=1455335859","0.022248000"
"110615","21.097510","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18197294 Win=6761 Len=0 TSval=1915940612 TSecr=1455335859","0.009455000"
"110616","21.097559","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=18212408 Win=6761 Len=0 TSval=1915940612 TSecr=1455335872","0.011041000"
"110654","21.100208","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18250880 Win=6761 Len=0 TSval=1915940615 TSecr=1455335872","0.010079000,0.008492000"
"110655","21.100253","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18260498 Win=6761 Len=0 TSval=1915940615 TSecr=1455335872","0.007381000"
"110656","21.100299","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18286604 Win=6761 Len=0 TSval=1915940618 TSecr=1455335880","0.006518000,0.005731000"
"110666","21.100842","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18323702 Win=6761 Len=0 TSval=1915940619 TSecr=1455335880","0.005805000,0.004494000"
"110667","21.100888","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18341564 Win=6761 Len=0 TSval=1915940621 TSecr=1455335884","0.003167000,0.002579000"
"110683","21.102138","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=18347060 Win=6761 Len=0 TSval=1915940621 TSecr=1455335884","0.003578000"
"110692","21.103301","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18353930 Win=6761 Len=0 TSval=1915940623 TSecr=1455335888","0.002847000,0.002688000"
"110775","21.110431","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18364922 Win=6761 Len=0 TSval=1915940624 TSecr=1455335888","0.008801000,0.008634000"
"110776","21.110478","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18373166 Win=6761 Len=0 TSval=1915940625 TSecr=1455335888","0.008547000,0.007874000"
"110813","21.113929","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18382784 Win=6761 Len=0 TSval=1915940626 TSecr=1455335890","0.010401000,0.010180000"
"110814","21.113974","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18391028 Win=6761 Len=0 TSval=1915940627 TSecr=1455335891","0.009837000,0.009606000"
"110815","21.114019","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18404768 Win=6761 Len=0 TSval=1915940629 TSecr=1455335892","0.008571000,0.008481000"
"110816","21.114065","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18428126 Win=6761 Len=0 TSval=1915940629 TSecr=1455335892","0.007588000,0.007427000"
"110817","21.114110","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18443240 Win=6761 Len=0 TSval=1915940630 TSecr=1455335892","0.006970000,0.006571000"
"110818","21.114155","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18456980 Win=6761 Len=0 TSval=1915940632 TSecr=1455335894","0.005672000,0.005549000"
"110972","21.125828","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18469346 Win=6761 Len=0 TSval=1915940632 TSecr=1455335894","0.016746000"
"110973","21.125878","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18509192 Win=6761 Len=0 TSval=1915940635 TSecr=1455335896","0.014386000,0.013343000"
"110974","21.125928","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18536672 Win=6761 Len=0 TSval=1915940638 TSecr=1455335900","0.011479000,0.010585000"
"110979","21.126269","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18564152 Win=6761 Len=0 TSval=1915940639 TSecr=1455335900","0.010771000,0.009649000"
"110980","21.126317","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18572396 Win=6761 Len=0 TSval=1915940640 TSecr=1455335900","0.009362000"
"110981","21.126364","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18579266 Win=6761 Len=0 TSval=1915940642 TSecr=1455335905","0.007839000,0.007682000"
"110982","21.126409","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18594380 Win=6761 Len=0 TSval=1915940642 TSecr=1455335905","0.007302000,0.007148000"
"110983","21.126455","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18605372 Win=6761 Len=0 TSval=1915940643 TSecr=1455335905","0.006762000,0.006602000"
"110984","21.126500","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18634226 Win=6761 Len=0 TSval=1915940644 TSecr=1455335905","0.005808000,0.005289000"
"111088","21.135401","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18667202 Win=6761 Len=0 TSval=1915940655 TSecr=1455335914","0.013600000,0.003050000"
"111128","21.138656","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18686438 Win=6761 Len=0 TSval=1915940658 TSecr=1455335920","0.003810000,0.004844000"
"111155","21.142533","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18702926 Win=6761 Len=0 TSval=1915940658 TSecr=1455335920","0.007366000"
"111156","21.142580","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18723536 Win=6761 Len=0 TSval=1915940660 TSecr=1455335923","0.006023000,0.005389000"
"111157","21.142627","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18749642 Win=6761 Len=0 TSval=1915940661 TSecr=1455335923","0.005098000,0.004404000"
"111184","21.144402","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18767504 Win=6761 Len=0 TSval=1915940662 TSecr=1455335923","0.005413000,0.004757000"
"111217","21.146788","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18792236 Win=6761 Len=0 TSval=1915940667 TSecr=1455335926","0.003392000,0.002754000"
"111274","21.151826","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18803228 Win=6761 Len=0 TSval=1915940669 TSecr=1455335932","0.007630000,0.006576000"
"111326","21.155213","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18830708 Win=6761 Len=0 TSval=1915940669 TSecr=1455335932","0.009306000,0.008632000"
"111327","21.155259","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18860936 Win=6761 Len=0 TSval=1915940672 TSecr=1455335932","0.007139000,0.004976000"
"111350","21.159771","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18889790 Win=6761 Len=0 TSval=1915940673 TSecr=1455335935","0.009173000,0.008511000"
"111351","21.159816","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=18899408 Win=6761 Len=0 TSval=1915940674 TSecr=1455335935","0.008214000"
"111352","21.159861","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=18914522 Win=6761 Len=0 TSval=1915940675 TSecr=1455335939","0.007902000,0.007303000"
"111353","21.159908","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18932384 Win=6761 Len=0 TSval=1915940678 TSecr=1455335939","0.006492000,0.006132000"
"111401","21.162717","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18965360 Win=6761 Len=0 TSval=1915940679 TSecr=1455335939","0.007828000,0.006744000"
"111425","21.164444","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=18992840 Win=6761 Len=0 TSval=1915940684 TSecr=1455335945","0.004230000,0.003490000"
"111439","21.166519","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19002458 Win=6761 Len=0 TSval=1915940685 TSecr=1455335945","0.005407000,0.005206000"
"111440","21.166565","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19027190 Win=6761 Len=0 TSval=1915940685 TSecr=1455335945","0.004432000,0.003525000"
"111465","21.168193","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19049174 Win=6761 Len=0 TSval=1915940687 TSecr=1455335950","0.004439000,0.003979000"
"111481","21.169414","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=19056044 Win=6761 Len=0 TSval=1915940687 TSecr=1455335950","0.004208000"
"111507","21.171237","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19072532 Win=6761 Len=0 TSval=1915940690 TSecr=1455335952","0.004160000,0.003793000"
"111526","21.172773","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19090394 Win=6761 Len=0 TSval=1915940692 TSecr=1455335952","0.005055000,0.003591000"
"111553","21.174709","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19119248 Win=6761 Len=0 TSval=1915940694 TSecr=1455335956","0.004439000,0.003683000"
"111594","21.177829","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19124744 Win=6761 Len=0 TSval=1915940695 TSecr=1455335959","0.006131000,0.005975000"
"111595","21.177875","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19137110 Win=6761 Len=0 TSval=1915940695 TSecr=1455335959","0.005543000,0.005328000"
"111613","21.179732","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19154972 Win=6761 Len=0 TSval=1915940700 TSecr=1455335959","0.006103000,0.005948000"
"111646","21.181814","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19186574 Win=6761 Len=0 TSval=1915940702 TSecr=1455335960","0.007336000,0.004334000"
"111899","21.203653","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19240160 Win=6761 Len=0","0.020747000,0.020408000"
"111901","21.203750","222.29.98.58","10.1.246.45","TCP","232","[TCP ACKed unseen segment] 5201  >  51020 [ACK] Seq=1 Ack=27729070 Win=6761 Len=0 TSval=1915940712 TSecr=1455335975","0.014395000"
"111989","21.216061","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19523204 Win=6761 Len=0 TSval=1915940733 TSecr=1455335995","0.006826000,0.005984000"
"111990","21.216106","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=19531448 Win=6761 Len=0 TSval=1915940733 TSecr=1455335995","0.005711000"
"112011","21.218095","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19550684 Win=6761 Len=0 TSval=1915940739 TSecr=1455335998","0.002383000,0.001418000"
"112060","21.221551","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19568546 Win=6761 Len=0 TSval=1915940740 TSecr=1455336004","0.004125000,0.003966000"
"112066","21.223484","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19585034 Win=6761 Len=0 TSval=1915940742 TSecr=1455336005","0.005114000,0.004154000"
"112067","21.223529","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=19589156 Win=6761 Len=0 TSval=1915940742 TSecr=1455336005","0.004066000"
"112115","21.226775","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19623506 Win=6761 Len=0 TSval=1915940744 TSecr=1455336006","0.006535000,0.005591000"
"112116","21.226819","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=19626254 Win=6761 Len=0 TSval=1915940744 TSecr=1455336006","0.005512000"
"112155","21.229468","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19672970 Win=6761 Len=0 TSval=1915940748 TSecr=1455336009","0.005278000,0.004339000"
"112180","21.231507","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19689458 Win=6761 Len=0 TSval=1915940749 TSecr=1455336011","0.005796000,0.005346000"
"112181","21.231554","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19704572 Win=6761 Len=0 TSval=1915940751 TSecr=1455336014","0.005010000,0.003753000"
"112220","21.234137","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19740296 Win=6761 Len=0 TSval=1915940752 TSecr=1455336014","0.005582000,0.004896000"
"112259","21.236224","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19763654 Win=6761 Len=0 TSval=1915940754 TSecr=1455336017","0.005748000,0.005149000"
"112260","21.236269","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=19766402 Win=6761 Len=0 TSval=1915940754 TSecr=1455336017","0.005081000"
"112265","21.238262","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19781516 Win=6761 Len=0 TSval=1915940756 TSecr=1455336017","0.006218000,0.005887000"
"112266","21.238307","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19792508 Win=6761 Len=0 TSval=1915940756 TSecr=1455336017","0.005460000,0.005302000"
"112267","21.238352","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19803500 Win=6761 Len=0 TSval=1915940756 TSecr=1455336017","0.005193000,0.004924000"
"112302","21.245393","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=19813118 Win=6761 Len=0 TSval=1915940756 TSecr=1455336017","0.011485000"
"112337","21.247880","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19832354 Win=6761 Len=0 TSval=1915940765 TSecr=1455336022","0.005961000,0.005138000"
"112381","21.251095","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=19858460 Win=6761 Len=0 TSval=1915940770 TSecr=1455336022","0.004765000,0.004297000"
"112434","21.254940","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19877696 Win=6761 Len=0 TSval=1915940770 TSecr=1455336022","0.007424000,0.013302000"
"112435","21.254984","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=19884566 Win=6761 Len=0 TSval=1915940771 TSecr=1455336036","0.006436000"
"112443","21.255513","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19927160 Win=6761 Len=0 TSval=1915940773 TSecr=1455336036","0.005253000,0.004761000"
"112444","21.255559","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19936778 Win=6761 Len=0 TSval=1915940774 TSecr=1455336036","0.004693000,0.003856000"
"112445","21.255603","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19956014 Win=6761 Len=0 TSval=1915940776 TSecr=1455336039","0.003264000,0.002782000"
"112505","21.259917","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=19995860 Win=6761 Len=0 TSval=1915940777 TSecr=1455336039","0.006006000,0.004726000"
"112506","21.259962","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20002730 Win=6761 Len=0 TSval=1915940779 TSecr=1455336039","0.004012000"
"112507","21.260007","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20020592 Win=6761 Len=0 TSval=1915940781 TSecr=1455336043","0.003333000,0.003042000"
"112508","21.260052","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20031584 Win=6761 Len=0 TSval=1915940781 TSecr=1455336043","0.002669000,0.002074000"
"112575","21.264891","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=20043950 Win=6761 Len=0 TSval=1915940782 TSecr=1455336043","0.006290000"
"112598","21.266152","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=20056316 Win=6761 Len=0 TSval=1915940782 TSecr=1455336043","0.007041000"
"112632","21.267826","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20087918 Win=6761 Len=0 TSval=1915940787 TSecr=1455336052","0.003945000,0.002623000"
"112906","21.295951","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20115398 Win=6761 Len=0 TSval=1915940790 TSecr=1455336052","0.029569000,0.028797000"
"112907","21.295995","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20127764 Win=6761 Len=0 TSval=1915940790 TSecr=1455336052","0.028389000"
"112908","21.296040","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20144252 Win=6761 Len=0 TSval=1915940792 TSecr=1455336055","0.026918000,0.026609000"
"112909","21.296084","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20168984 Win=6761 Len=0 TSval=1915940801 TSecr=1455336055","0.026307000,0.025690000"
"112910","21.296130","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20193716 Win=6761 Len=0 TSval=1915940803 TSecr=1455336055","0.025203000,0.024694000"
"112962","21.299629","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20201960 Win=6761 Len=0 TSval=1915940805 TSecr=1455336068","0.017135000"
"112963","21.299673","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20208830 Win=6761 Len=0 TSval=1915940806 TSecr=1455336068","0.016909000"
"112964","21.299716","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20234936 Win=6761 Len=0 TSval=1915940811 TSecr=1455336068","0.011438000"
"112965","21.299761","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20261042 Win=6761 Len=0 TSval=1915940812 TSecr=1455336068","0.011285000,0.010377000"
"112966","21.299805","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20287148 Win=6761 Len=0 TSval=1915940815 TSecr=1455336077","0.008067000,0.007413000"
"112967","21.299850","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20321498 Win=6761 Len=0 TSval=1915940817 TSecr=1455336077","0.007349000,0.005765000"
"112968","21.299895","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20325620 Win=6761 Len=0 TSval=1915940817 TSecr=1455336077","0.005300000"
"112969","21.299938","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20328368 Win=6761 Len=0 TSval=1915940818 TSecr=1455336082","0.003655000"
"112970","21.299982","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20344856 Win=6761 Len=0 TSval=1915940820 TSecr=1455336082","0.003259000,0.002935000"
"112971","21.300028","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20357222 Win=6761 Len=0 TSval=1915940820 TSecr=1455336082","0.002719000,0.002395000"
"112990","21.301479","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20370962 Win=6761 Len=0 TSval=1915940821 TSecr=1455336082","0.003670000,0.003186000"
"112991","21.301527","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20387450 Win=6761 Len=0 TSval=1915940822 TSecr=1455336082","0.003011000,0.002454000"
"113031","21.305032","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=20405312 Win=6761 Len=0 TSval=1915940823 TSecr=1455336082","0.004260000"
"113089","21.309108","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20421800 Win=6761 Len=0 TSval=1915940826 TSecr=1455336089","0.006262000,0.005863000"
"113128","21.310978","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20439662 Win=6761 Len=0 TSval=1915940827 TSecr=1455336089","0.006907000,0.006732000"
"113129","21.311023","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20449280 Win=6761 Len=0 TSval=1915940828 TSecr=1455336089","0.006467000,0.006249000"
"113130","21.311067","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20463020 Win=6761 Len=0 TSval=1915940829 TSecr=1455336091","0.005475000,0.005244000"
"113131","21.311113","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20476760 Win=6761 Len=0 TSval=1915940829 TSecr=1455336091","0.004834000,0.004562000"
"113147","21.311910","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20495996 Win=6761 Len=0 TSval=1915940831 TSecr=1455336093","0.005075000,0.004323000"
"113148","21.311958","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20515232 Win=6761 Len=0 TSval=1915940831 TSecr=1455336093","0.003655000,0.003455000"
"113208","21.316733","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20520728 Win=6761 Len=0 TSval=1915940832 TSecr=1455336093","0.008006000"
"113209","21.316777","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20535842 Win=6761 Len=0 TSval=1915940833 TSecr=1455336097","0.005147000,0.005052000"
"113253","21.319618","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20577062 Win=6761 Len=0 TSval=1915940836 TSecr=1455336097","0.007068000,0.006139000"
"113254","21.319691","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=20583932 Win=6761 Len=0 TSval=1915940836 TSecr=1455336097","0.005984000"
"113255","21.319736","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20603168 Win=6761 Len=0 TSval=1915940838 TSecr=1455336102","0.004983000,0.004358000"
"113306","21.322391","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=20625152 Win=6761 Len=0 TSval=1915940841 TSecr=1455336102","0.005006000,0.004454000"
"113348","21.324562","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=20651258 Win=6761 Len=0 TSval=1915940842 TSecr=1455336102","0.006139000,0.005393000"
