"No.","Time","Source","Destination","Protocol","Length","Info","The RTT to ACK the segment was"
"6710","5.062499","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7841456 Win=514048 Len=0 TSval=1915939376 TSecr=1455334639","0.010390000"
"6751","5.067356","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7852448 Win=514048 Len=0 TSval=1915939379 TSecr=1455334639","0.013824000"
"6752","5.067394","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7859318 Win=514048 Len=0 TSval=1915939380 TSecr=1455334641","0.013831000"
"6753","5.067411","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7875806 Win=514048 Len=0 TSval=1915939380 TSecr=1455334641","0.013742000"
"6754","5.067430","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7878554 Win=514048 Len=0 TSval=1915939385 TSecr=1455334645","0.009334000"
"6755","5.067441","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7908782 Win=514048 Len=0 TSval=1915939386 TSecr=1455334645","0.009165000"
"6756","5.067456","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7912904 Win=514048 Len=0 TSval=1915939386 TSecr=1455334645","0.009162000"
"6757","5.069581","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7922522 Win=514048 Len=0 TSval=1915939387 TSecr=1455334651","0.005644000"
"6758","5.069627","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7928018 Win=514048 Len=0 TSval=1915939387 TSecr=1455334651","0.005661000"
"6788","5.070091","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7940384 Win=514048 Len=0 TSval=1915939389 TSecr=1455334651","0.005099000"
"6811","5.073135","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7948628 Win=514048 Len=0 TSval=1915939392 TSecr=1455334654","0.005983000"
"6812","5.073181","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7967864 Win=514048 Len=0 TSval=1915939392 TSecr=1455334654","0.005876000"
"6843","5.079508","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7982978 Win=514048 Len=0 TSval=1915939393 TSecr=1455334657","0.009643000"
"6844","5.079552","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=7989848 Win=514048 Len=0 TSval=1915939394 TSecr=1455334657","0.009603000"
"6845","5.079571","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8007710 Win=514048 Len=0 TSval=1915939395 TSecr=1455334657","0.009529000"
"6846","5.079589","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8022824 Win=514048 Len=0 TSval=1915939396 TSecr=1455334660","0.007026000"
"6847","5.079605","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8026946 Win=514048 Len=0 TSval=1915939399 TSecr=1455334660","0.007021000"
"6848","5.079615","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8042060 Win=514048 Len=0 TSval=1915939399 TSecr=1455334660","0.005742000"
"6888","5.085111","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8079158 Win=514048 Len=0 TSval=1915939404 TSecr=1455334661","0.008248000"
"6889","5.085164","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8083280 Win=514048 Len=0 TSval=1915939405 TSecr=1455334669","0.003247000"
"6890","5.088296","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8086028 Win=514048 Len=0 TSval=1915939406 TSecr=1455334669","0.006364000"
"6891","5.088329","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8094272 Win=514048 Len=0 TSval=1915939406 TSecr=1455334669","0.006354000"
"6892","5.088346","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8099768 Win=514048 Len=0 TSval=1915939406 TSecr=1455334669","0.006323000"
"6893","5.088358","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8103890 Win=514048 Len=0 TSval=1915939406 TSecr=1455334669","0.006305000"
"6948","5.095927","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8121752 Win=514048 Len=0 TSval=1915939415 TSecr=1455334671","0.011534000"
"6949","5.095971","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8127248 Win=514048 Len=0 TSval=1915939415 TSecr=1455334671","0.011550000"
"6991","5.098135","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8132744 Win=514048 Len=0 TSval=1915939415 TSecr=1455334671","0.013684000"
"6992","5.098173","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8145110 Win=514048 Len=0 TSval=1915939416 TSecr=1455334680","0.004924000"
"6993","5.098193","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8147858 Win=514048 Len=0 TSval=1915939416 TSecr=1455334680","0.004926000"
"6994","5.100211","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8164346 Win=514048 Len=0 TSval=1915939418 TSecr=1455334680","0.006857000"
"6995","5.100259","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8171216 Win=514048 Len=0 TSval=1915939418 TSecr=1455334680","0.006867000"
"6996","5.101228","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8202818 Win=514048 Len=0 TSval=1915939419 TSecr=1455334680","0.006572000"
"6997","5.101271","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8206940 Win=514048 Len=0 TSval=1915939419 TSecr=1455334682","0.006593000"
"7027","5.103122","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8209688 Win=514048 Len=0 TSval=1915939422 TSecr=1455334685","0.005392000"
"7050","5.106392","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8219306 Win=514048 Len=0 TSval=1915939425 TSecr=1455334685","0.008607000"
"7051","5.106428","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8224802 Win=514048 Len=0 TSval=1915939425 TSecr=1455334685","0.008614000"
"7052","5.106462","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8235794 Win=514048 Len=0 TSval=1915939425 TSecr=1455334685","0.008588000"
"7053","5.106479","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8239916 Win=514048 Len=0 TSval=1915939425 TSecr=1455334685","0.008525000"
"7054","5.106495","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8263274 Win=514048 Len=0 TSval=1915939425 TSecr=1455334685","0.008417000"
"7055","5.106510","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8270144 Win=514048 Len=0 TSval=1915939426 TSecr=1455334690","0.003708000"
"7056","5.107881","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8277014 Win=514048 Len=0 TSval=1915939426 TSecr=1455334690","0.004991000"
"7057","5.107922","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8282510 Win=514048 Len=0 TSval=1915939427 TSecr=1455334690","0.005004000"
"7058","5.108783","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8286632 Win=514048 Len=0 TSval=1915939427 TSecr=1455334690","0.005843000"
"7087","5.117041","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8298998 Win=514048 Len=0 TSval=1915939434 TSecr=1455334690","0.014037000"
"7088","5.117076","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8305868 Win=514048 Len=0 TSval=1915939434 TSecr=1455334690","0.013195000"
"7089","5.117099","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8311364 Win=514048 Len=0 TSval=1915939434 TSecr=1455334691","0.013188000"
"7090","5.117110","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8316860 Win=514048 Len=0 TSval=1915939434 TSecr=1455334691","0.013170000"
"7091","5.121344","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8319608 Win=514048 Len=0 TSval=1915939440 TSecr=1455334691","0.017389000"
"7092","5.121389","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8325104 Win=514048 Len=0 TSval=1915939440 TSecr=1455334691","0.017406000"
"7112","5.123032","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8331974 Win=514048 Len=0 TSval=1915939440 TSecr=1455334691","0.018995000"
"7113","5.123067","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8338844 Win=514048 Len=0 TSval=1915939443 TSecr=1455334691","0.011561000"
"7114","5.123100","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8342966 Win=514048 Len=0 TSval=1915939443 TSecr=1455334699","0.011569000"
"7131","5.123964","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8355332 Win=514048 Len=0 TSval=1915939444 TSecr=1455334699","0.012369000"
"7132","5.123991","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8371820 Win=514048 Len=0 TSval=1915939444 TSecr=1455334699","0.012309000"
"7146","5.124887","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8381438 Win=514048 Len=0 TSval=1915939445 TSecr=1455334709","0.003014000"
"7147","5.124915","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8386934 Win=514048 Len=0 TSval=1915939445 TSecr=1455334709","0.003013000"
"7148","5.126468","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8397926 Win=514048 Len=0 TSval=1915939446 TSecr=1455334709","0.003481000"
"7149","5.128291","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8402048 Win=514048 Len=0 TSval=1915939447 TSecr=1455334711","0.004509000"
"7265","5.151688","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8404796 Win=514048 Len=0 TSval=1915939452 TSecr=1455334711","0.027856000"
"7278","5.151907","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8411666 Win=514048 Len=0 TSval=1915939452 TSecr=1455334711","0.028039000"
"7279","5.151930","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8418536 Win=514048 Len=0 TSval=1915939452 TSecr=1455334711","0.028026000"
"7291","5.152064","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8424032 Win=514048 Len=0 TSval=1915939452 TSecr=1455334711","0.027312000"
"7292","5.152087","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8430902 Win=514048 Len=0 TSval=1915939452 TSecr=1455334712","0.027298000"
"7293","5.152102","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8437772 Win=514048 Len=0 TSval=1915939452 TSecr=1455334712","0.027278000"
"7294","5.152117","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8448764 Win=514048 Len=0 TSval=1915939456 TSecr=1455334717","0.021869000"
"7295","5.152127","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8452886 Win=514048 Len=0 TSval=1915939456 TSecr=1455334717","0.021857000"
"7296","5.152142","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8461130 Win=514048 Len=0 TSval=1915939459 TSecr=1455334717","0.017964000"
"7297","5.152155","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8466626 Win=514048 Len=0 TSval=1915939459 TSecr=1455334721","0.017947000"
"7298","5.152169","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8474870 Win=514048 Len=0 TSval=1915939459 TSecr=1455334721","0.017870000"
"7299","5.152180","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8478992 Win=514048 Len=0 TSval=1915939459 TSecr=1455334721","0.017860000"
"7300","5.152193","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8484488 Win=514048 Len=0 TSval=1915939459 TSecr=1455334721","0.017845000"
"7301","5.152202","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8491358 Win=514048 Len=0 TSval=1915939459 TSecr=1455334721","0.017817000"
"7302","5.152217","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8500976 Win=514048 Len=0 TSval=1915939463 TSecr=1455334724","0.015096000"
"7303","5.152230","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8503724 Win=514048 Len=0 TSval=1915939466 TSecr=1455334724","0.015083000"
"7304","5.152244","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8524334 Win=514048 Len=0 TSval=1915939466 TSecr=1455334724","0.010899000"
"7305","5.152257","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8531204 Win=514048 Len=0 TSval=1915939466 TSecr=1455334728","0.010877000"
"7306","5.152299","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8543570 Win=514048 Len=0 TSval=1915939469 TSecr=1455334731","0.008041000"
"7307","5.152311","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8549066 Win=514048 Len=0 TSval=1915939469 TSecr=1455334731","0.008025000"
"7308","5.152327","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8555936 Win=514048 Len=0 TSval=1915939469 TSecr=1455334731","0.008004000"
"7309","5.152341","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8560058 Win=514048 Len=0 TSval=1915939469 TSecr=1455334731","0.007944000"
"7310","5.152355","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8565554 Win=514048 Len=0 TSval=1915939470 TSecr=1455334731","0.007907000"
"7311","5.152365","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8572424 Win=514048 Len=0 TSval=1915939470 TSecr=1455334731","0.007868000"
"7312","5.152392","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8580668 Win=514048 Len=0 TSval=1915939470 TSecr=1455334731","0.007828000"
"7321","5.154922","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8595782 Win=514048 Len=0 TSval=1915939473 TSecr=1455334735","0.006908000"
"7322","5.155374","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8599904 Win=514048 Len=0 TSval=1915939475 TSecr=1455334739","0.003552000"
"7323","5.155406","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8606774 Win=514048 Len=0 TSval=1915939475 TSecr=1455334739","0.003547000"
"7324","5.155423","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8619140 Win=514048 Len=0 TSval=1915939475 TSecr=1455334739","0.003416000"
"7362","5.159882","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8631506 Win=514048 Len=0 TSval=1915939479 TSecr=1455334739","0.006496000"
"7363","5.159926","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8638376 Win=514048 Len=0 TSval=1915939479 TSecr=1455334741","0.006502000"
"7385","5.168835","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8645246 Win=514048 Len=0 TSval=1915939481 TSecr=1455334744","0.011667000"
"7480","5.188199","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8650742 Win=514048 Len=0 TSval=1915939490 TSecr=1455334744","0.030998000"
"7481","5.188233","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8672726 Win=514048 Len=0 TSval=1915939491 TSecr=1455334744","0.030852000"
"7482","5.188257","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8679596 Win=514048 Len=0 TSval=1915939498 TSecr=1455334744","0.030841000"
"7483","5.188267","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8693336 Win=514048 Len=0 TSval=1915939498 TSecr=1455334744","0.019635000"
"7484","5.188283","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8698832 Win=514048 Len=0 TSval=1915939498 TSecr=1455334756","0.019621000"
"7485","5.188293","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8718068 Win=514048 Len=0 TSval=1915939499 TSecr=1455334756","0.019527000"
"7486","5.188308","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8726312 Win=514048 Len=0 TSval=1915939500 TSecr=1455334764","0.011727000"
"7487","5.188319","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8733182 Win=514048 Len=0 TSval=1915939500 TSecr=1455334764","0.011700000"
"7488","5.188332","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8738678 Win=514048 Len=0 TSval=1915939505 TSecr=1455334764","0.011684000"
"7489","5.188342","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8757914 Win=514048 Len=0 TSval=1915939505 TSecr=1455334764","0.009997000"
"7490","5.188358","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8770280 Win=514048 Len=0 TSval=1915939505 TSecr=1455334765","0.009925000"
"7491","5.188371","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8782646 Win=514048 Len=0 TSval=1915939505 TSecr=1455334765","0.009794000"
"7492","5.188381","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8786768 Win=514048 Len=0 TSval=1915939506 TSecr=1455334770","0.005277000"
"7559","5.193708","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8800508 Win=514048 Len=0 TSval=1915939510 TSecr=1455334770","0.010448000"
"7560","5.193744","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8818370 Win=514048 Len=0 TSval=1915939510 TSecr=1455334770","0.010340000"
"7561","5.193765","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8833484 Win=514048 Len=0 TSval=1915939511 TSecr=1455334775","0.005692000"
"7562","5.193788","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8844476 Win=514048 Len=0 TSval=1915939512 TSecr=1455334775","0.005658000"
"7577","5.194767","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8847224 Win=514048 Len=0 TSval=1915939512 TSecr=1455334775","0.006623000"
"7594","5.196011","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8860964 Win=514048 Len=0 TSval=1915939513 TSecr=1455334777","0.005973000"
"7595","5.196044","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8862338 Win=516992 Len=0 TSval=1915939513 TSecr=1455334777","0.005999000"
"7596","5.196066","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8869208 Win=530688 Len=0 TSval=1915939513 TSecr=1455334777","0.005985000"
"7597","5.196076","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8870582 Win=533632 Len=0 TSval=1915939513 TSecr=1455334777","0.005988000"
"7598","5.196088","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8873330 Win=539136 Len=0 TSval=1915939514 TSecr=1455334777","0.005986000"
"7599","5.196100","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8876078 Win=544640 Len=0 TSval=1915939514 TSecr=1455334778","0.004805000"
"7600","5.196113","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8885696 Win=563840 Len=0 TSval=1915939514 TSecr=1455334778","0.004765000"
"7601","5.196125","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8888444 Win=569344 Len=0 TSval=1915939514 TSecr=1455334778","0.004763000"
"7602","5.196139","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8891192 Win=574848 Len=0 TSval=1915939515 TSecr=1455334778","0.004762000"
"7603","5.196149","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8892566 Win=577664 Len=0 TSval=1915939515 TSecr=1455334778","0.004765000"
"7604","5.196163","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8902184 Win=596992 Len=0 TSval=1915939515 TSecr=1455334779","0.004419000"
"7605","5.196173","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8907680 Win=608000 Len=0 TSval=1915939515 TSecr=1455334779","0.004400000"
"7606","5.196186","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8911802 Win=616192 Len=0 TSval=1915939516 TSecr=1455334779","0.004391000"
"7607","5.196196","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8913176 Win=619136 Len=0 TSval=1915939516 TSecr=1455334781","0.002732000"
"7608","5.198369","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8914550 Win=621952 Len=0 TSval=1915939516 TSecr=1455334781","0.004880000"
"7609","5.198406","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8922794 Win=638464 Len=0 TSval=1915939516 TSecr=1455334781","0.004833000"
"7610","5.198426","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8926916 Win=646656 Len=0 TSval=1915939516 TSecr=1455334781","0.004831000"
"7611","5.198459","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8933786 Win=660480 Len=0 TSval=1915939518 TSecr=1455334781","0.004829000"
"7612","5.198472","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8940656 Win=660480 Len=0 TSval=1915939518 TSecr=1455334781","0.003883000"
"7698","5.203225","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8943404 Win=664448 Len=0 TSval=1915939522 TSecr=1455334782","0.008620000"
"7699","5.203262","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8950274 Win=665984 Len=0 TSval=1915939522 TSecr=1455334782","0.008619000"
"7700","5.203283","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8955770 Win=665984 Len=0 TSval=1915939522 TSecr=1455334782","0.008611000"
"7701","5.203294","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8961266 Win=665984 Len=0 TSval=1915939522 TSecr=1455334782","0.007428000"
"7702","5.203309","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8964014 Win=665984 Len=0 TSval=1915939522 TSecr=1455334783","0.007429000"
"7703","5.203319","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8969510 Win=665984 Len=0 TSval=1915939522 TSecr=1455334783","0.007410000"
"7704","5.206989","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8983250 Win=665984 Len=0 TSval=1915939523 TSecr=1455334783","0.006759000"
"7705","5.207040","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=8990120 Win=665984 Len=0 TSval=1915939524 TSecr=1455334787","0.006684000"
"7706","5.207060","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9012104 Win=665984 Len=0 TSval=1915939524 TSecr=1455334787","0.006588000"
"7744","5.211028","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9025844 Win=665984 Len=0 TSval=1915939525 TSecr=1455334787","0.010456000"
"7745","5.211066","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9031340 Win=665984 Len=0 TSval=1915939525 TSecr=1455334787","0.010454000"
"7746","5.211990","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9038210 Win=665984 Len=0 TSval=1915939531 TSecr=1455334790","0.009221000"
"7747","5.212035","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9045080 Win=665984 Len=0 TSval=1915939531 TSecr=1455334790","0.009231000"
"7748","5.213718","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9053324 Win=665984 Len=0 TSval=1915939531 TSecr=1455334790","0.010779000"
"7749","5.213773","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9065690 Win=665984 Len=0 TSval=1915939532 TSecr=1455334790","0.010765000"
"7750","5.213793","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9091796 Win=665984 Len=0 TSval=1915939532 TSecr=1455334790","0.010646000"
"7751","5.213804","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9095918 Win=665984 Len=0 TSval=1915939532 TSecr=1455334790","0.010635000"
"7793","5.221879","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9100040 Win=665984 Len=0 TSval=1915939539 TSecr=1455334798","0.011224000"
"7794","5.221925","222.29.98.58","10.1.246.45","TCP","66","5201  >  51020 [ACK] Seq=1 Ack=9106910 Win=665984 Len=0 TSval=1915939539 TSecr=1455334798","0.011234000"
